source,item,qty
4696,goji berry,5
4270,bok choy,5
3701,navy bean,5
148,tat soi,3
4364,coconut,4
1270,daikon,2
2176,tabasco pepper,4
1236,bilberry,2
1464,daikon,2
367,grapefruit,1
4477,blueberry,4
3805,fig,3
4445,patty pan,6
4455,apricot,5
1045,raisin,5
52,currant,1
3137,white radish,3
3694,cloudberry,5
3787,spinach,5
3204,skirret,6
1971,apple,2
2347,grapefruit,3
4855,daikon,3
3816,watercress,2
1787,patty pan,3
3706,navy bean,1
4620,spaghetti squash,1
830,onion,2
4792,coconut,5
638,cherimoya,5
1976,grapefruit,1
4231,calabrese,2
2008,lentils,4
759,fig,6
289,raisin,3
1690,tat soi,6
557,feijoa,6
432,daikon,3
1938,watercress,3
3109,dragonfruit,3
3533,coconut,5
1320,fig,3
440,patty pan,1
1084,corn salad,4
825,feijoa,5
3582,tabasco pepper,1
2997,blackcurrant,5
3486,frisee,6
2073,dragonfruit,2
4274,broccoflower,5
1411,goji berry,4
2748,tabasco pepper,1
1037,damson,6
1030,corn salad,1
2792,dragonfruit,4
4640,currant,2
3153,tabasco pepper,2
3477,tat soi,1
2917,damson,3
2543,kale,5
1880,broccoflower,1
541,white radish,1
3383,broad beans,6
60,marjoram,3
1049,frisee,5
1709,watercress,3
3810,frisee,1
4619,dragonfruit,6
965,aubergine,6
2514,frisee,2
249,tabasco pepper,1
555,tubers,2
4904,custard apple,3
4584,frisee,1
1091,patty pan,6
3416,corn salad,3
2734,currant,5
2325,dragonfruit,1
905,white radish,3
414,dragonfruit,4
2469,mustard green,2
3124,black-eyed pea,5
1655,dragonfruit,1
2276,apricot,2
3390,blackcurrant,2
1346,damson,6
1212,patty pan,1
3918,watercress,5
3097,apricot,4
451,tubers,3
4615,cloudberry,6
807,black-eyed pea,6
2348,frisee,4
3775,fig,1
2144,grapefruit,1
4826,broccoflower,2
522,white radish,2
448,patty pan,3
4519,spinach,6
2070,coconut,5
2411,currant,4
3976,lemon grass,5
1741,feijoa,5
3333,tubers,4
1348,tat soi,1
1645,blackberry,5
2017,wasabi,2
214,blueberry,5
1635,white radish,3
660,coconut,3
2141,radish,2
2602,spaghetti squash,2
1464,dragonfruit,2
2155,spaghetti squash,6
4866,blackberry,1
4602,blackcurrant,1
4211,cherimoya,1
1589,broccoli,3
4264,cherimoya,3
3608,blackberry,5
3020,frisee,6
2943,blackcurrant,4
3447,blackcurrant,4
395,lettuce,6
1636,broccoflower,2
5,avocado,3
336,currant,5
3067,currant,3
2011,raisin,2
4323,bilberry,6
3996,tat soi,3
3777,grapefruit,3
1242,cherimoya,2
1371,tat soi,4
759,black-eyed pea,1
2515,radish,6
2996,broccoflower,2
1735,broccoflower,3
101,goji berry,1
4391,cabbage,3
1337,white radish,3
2302,apple,2
612,tat soi,2
1487,white radish,1
1456,corn salad,6
4068,banana,3
272,fig,1
2646,dragonfruit,2
1537,banana,6
28,blackberry,6
980,azuki bean,1
4126,frisee,3
1578,bilberry,5
2857,broccoflower,6
590,bilberry,3
597,chives,4
283,patty pan,3
4664,banana,3
4,goji berry,4
2057,frisee,6
1372,grapefruit,6
4344,kale,1
1365,patty pan,5
4991,cherimoya,1
4100,frisee,2
4088,nopale,6
4515,lentils,5
2133,radish,3
4806,cloudberry,2
3472,coconut,3
343,cloudberry,6
3718,jalapeno,2
3298,cloudberry,1
2255,daikon,4
1223,white radish,6
567,avocado,3
1973,spaghetti squash,4
3228,blackcurrant,5
232,broccoflower,3
3278,kale,6
4394,cherimoya,3
4706,avocado,3
652,marjoram,1
677,damson,3
4479,tat soi,5
32,azuki bean,3
2519,cabbage,5
3970,cherimoya,2
2019,patty pan,2
2673,banana,3
3238,tabasco pepper,3
4558,banana,3
1456,feijoa,4
2452,frisee,6
1246,spaghetti squash,1
963,apricot,1
2433,currant,3
4822,navy bean,5
4788,tabasco pepper,5
4378,broccoflower,3
4584,coconut,1
1125,frisee,4
3290,lentils,2
4050,azuki bean,6
487,tubers,1
2041,tubers,3
1924,watercress,5
4583,bilberry,6
2825,apple,2
1521,new zealand spinach,1
2510,broccoflower,4
637,daikon,3
1881,fig,4
4987,asparagus,6
368,blackcurrant,1
1730,kale,6
2222,lentils,6
4929,cabbage,3
1639,celery,5
3548,fig,1
4249,daikon,1
82,watercress,2
4549,apple,4
4448,broccoflower,5
4517,cherimoya,3
1963,fig,3
2416,radish,5
4915,navy bean,2
1564,lentils,2
3124,kale,3
2938,cloudberry,2
2768,date,3
1698,coconut,1
234,bilberry,4
4638,blueberry,3
836,watercress,6
2801,dragonfruit,3
2754,tubers,2
226,patty pan,5
2926,watercress,1
1627,patty pan,1
1177,lentils,6
3674,grapefruit,1
2304,watercress,1
2698,black-eyed pea,4
1657,azuki bean,1
2679,durian,6
3315,patty pan,2
874,azuki bean,2
2672,grapefruit,1
836,black-eyed pea,1
520,white radish,3
2574,daikon,1
3537,asparagus,2
3326,kale,1
2400,banana,4
309,navy bean,3
2792,chard,6
2618,cloudberry,5
2561,radish,6
3674,corn salad,6
3127,bilberry,2
2592,bilberry,1
4183,tat soi,5
3181,spinach,1
3870,dragonfruit,1
1072,cherimoya,2
4505,lentils,1
3042,daikon,4
4053,patty pan,6
4730,patty pan,1
2632,banana,1
566,kale,5
198,spaghetti squash,2
439,azuki bean,1
4168,feijoa,1
249,feijoa,5
4565,blueberry,5
4979,damson,5
3841,goji berry,3
4616,bilberry,3
3518,marjoram,5
3568,feijoa,2
1536,apricot,6
2183,tabasco pepper,2
1939,goji berry,2
2761,date,5
2707,daikon,6
1337,spaghetti squash,4
1411,broccoflower,4
391,fig,5
1731,grapefruit,2
396,fig,3
4989,feijoa,5
419,cherimoya,3
2296,coconut,4
582,dragonfruit,1
4337,feijoa,1
2049,goji berry,4
3666,banana,2
4449,avocado,4
2155,tubers,2
1448,banana,4
878,radish,4
2474,avocado,3
3924,patty pan,5
1594,fig,6
1973,spaghetti squash,1
48,date,6
4850,goji berry,2
3414,patty pan,5
1605,bilberry,5
1979,radish,4
3888,blueberry,2
2934,grapefruit,3
3569,apple,2
2031,banana,4
1795,blackberry,3
2078,new zealand spinach,1
1673,pea,4
3180,marjoram,6
3890,marjoram,3
2503,patty pan,3
4612,grapefruit,4
2691,blackcurrant,1
3011,apple,4
2401,kale,2
3164,navy bean,2
1594,tubers,1
3893,apple,1
2575,black-eyed pea,2
470,currant,6
4093,tabasco pepper,1
2657,azuki bean,3
4212,tat soi,3
4853,azuki bean,6
2892,tabasco pepper,1
1985,black-eyed pea,2
3223,cabbage,4
4753,date,4
3239,spaghetti squash,2
3546,raisin,3
379,currant,5
764,coconut,2
3225,tat soi,4
3250,corn salad,1
4596,tat soi,6
4219,bilberry,5
3734,grapefruit,4
1201,cloudberry,4
3263,cabbage,5
1262,cabbage,1
1117,blackberry,3
2084,spinach,6
2647,fig,6
2968,black-eyed pea,2
2751,avocado,6
600,frisee,3
4304,patty pan,1
2096,cabbage,2
3104,lentils,2
2761,tat soi,1
953,cabbage,6
3663,kale,1
1258,amaranth,2
2767,tubers,5
2153,date,2
120,tubers,3
3194,dragonfruit,5
396,cloudberry,3
163,marjoram,1
293,blackcurrant,3
2476,fig,3
1730,lentils,3
687,white radish,2
573,blackberry,2
2174,goji berry,2
4037,cloudberry,5
2697,goji berry,2
1363,daikon,2
1688,patty pan,6
640,navy bean,5
3819,blackcurrant,2
962,skirret,3
3504,cloudberry,4
571,wasabi,6
4393,navy bean,1
2700,fig,2
2380,raisin,3
2576,raisin,5
2077,cherimoya,4
2790,blueberry,6
4220,dragonfruit,3
4319,navy bean,6
3257,avocado,1
2809,apricot,5
1171,apple,4
1351,patty pan,5
1053,patty pan,2
674,spinach,4
3943,fiddlehead,3
1071,raisin,2
3200,tubers,4
2091,daikon,5
2000,white radish,5
3235,watercress,4
2000,marjoram,4
3593,spinach,2
4030,currant,2
323,banana,4
4522,blackberry,6
3675,damson,1
4693,tat soi,4
1660,marjoram,6
1033,blackberry,4
3280,kale,3
3490,black-eyed pea,3
2283,cabbage,2
533,apricot,5
2207,banana,4
338,date,5
4831,soy bean,1
1604,watercress,3
4352,lentils,6
3666,raisin,4
2613,patty pan,4
537,blackcurrant,3
1484,patty pan,4
4998,avocado,4
3227,frisee,2
2642,damson,5
3824,cabbage,2
1741,guava,4
3453,avocado,6
4721,marjoram,5
888,broccoflower,3
2376,cabbage,6
1445,blackberry,4
4448,date,6
1768,blackberry,3
2947,dragonfruit,6
2582,spaghetti squash,3
4877,goji berry,1
3555,spaghetti squash,3
2592,date,2
20,raisin,1
2372,blackberry,3
4145,spinach,1
4416,cherimoya,2
3457,white radish,1
593,patty pan,1
1696,watercress,6
987,black-eyed pea,4
399,tabasco pepper,1
1502,damson,3
2547,frisee,6
3992,goji berry,3
2715,daikon,4
3136,avocado,1
1303,currant,6
1734,lentils,2
3640,apricot,5
671,black-eyed pea,2
3052,azuki bean,3
3133,cherimoya,6
1949,tabasco pepper,2
4252,blackcurrant,4
3299,blackcurrant,6
3889,navy bean,2
280,daikon,1
1202,blackcurrant,5
1174,daikon,4
2080,dragonfruit,1
2210,tubers,2
4217,spaghetti squash,6
1216,lentils,3
4174,banana,2
4023,cherimoya,5
3191,blueberry,1
3301,navy bean,4
4572,broccoflower,5
2336,patty pan,2
3504,broccoflower,5
2265,coconut,3
3045,cabbage,2
1407,fig,3
374,raisin,6
1924,frisee,3
2603,patty pan,3
3521,blackcurrant,3
1743,bilberry,6
2710,kale,3
1430,grapefruit,5
2207,tubers,6
1738,radish,1
116,banana,5
984,tabasco pepper,5
2836,coconut,3
2377,date,5
159,tat soi,2
2853,goji berry,6
2628,coconut,2
3129,bilberry,2
488,tat soi,6
561,spaghetti squash,3
2737,cherimoya,1
4460,tat soi,1
4692,watercress,1
4827,dragonfruit,1
4523,date,2
1087,blackberry,5
3980,goji berry,3
1848,dragonfruit,3
3466,marjoram,6
4643,goji berry,1
1671,dragonfruit,1
4804,date,4
2926,banana,3
839,goji berry,4
1803,goji berry,2
1164,watercress,6
2095,blackcurrant,4
3406,blueberry,1
208,marjoram,5
1634,fig,1
4209,green bean,3
3315,frisee,2
4350,bilberry,3
1950,tubers,1
948,corn salad,4
3818,goji berry,4
4727,chives,3
4259,marjoram,6
4110,dragonfruit,4
4860,navy bean,4
4792,cabbage,4
4556,watercress,6
185,radish,3
2677,fig,2
3353,azuki bean,5
1614,apricot,6
1185,white radish,3
1373,corn salad,2
4375,fig,1
2584,patty pan,6
4322,currant,3
373,damson,3
3424,black-eyed pea,3
3541,tat soi,3
1644,apple,1
43,coconut,1
4285,spinach,1
2812,broccoflower,1
4051,wasabi,5
4219,avocado,5
3662,spinach,6
2079,kale,5
4200,corn salad,3
1337,cloudberry,4
1688,watercress,6
4123,marjoram,2
3545,daikon,2
3251,raisin,1
2081,spinach,3
2481,tubers,1
4240,tubers,5
1830,collard green,2
4382,broccoflower,3
3999,apricot,1
242,blackcurrant,1
1833,goji berry,5
2415,navy bean,3
728,raisin,2
4464,apricot,6
4338,blackberry,1
4713,cherimoya,4
662,tubers,5
3641,tubers,1
1916,azuki bean,3
3465,corn salad,5
402,spaghetti squash,5
3422,black-eyed pea,6
25,tat soi,4
2014,fig,3
2695,frisee,6
3156,damson,4
2189,frisee,2
2895,yam,6
2950,damson,5
922,radish,2
3492,spinach,4
3190,bilberry,1
4189,fig,1
581,banana,6
3672,frisee,2
2207,currant,1
347,avocado,4
1713,spaghetti squash,5
4288,damson,5
4727,coconut,2
4988,tat soi,5
4769,cloudberry,3
4967,kale,4
4468,broccoflower,5
84,damson,2
932,navy bean,6
4755,frisee,4
4464,cherimoya,5
2684,corn salad,3
1709,date,4
2559,bilberry,6
3897,tubers,6
2108,raisin,1
3151,coconut,3
164,corn salad,5
1776,cherimoya,3
1105,fiddlehead,3
2047,watercress,1
736,watercress,1
510,tat soi,2
4163,navy bean,1
2120,bok choy,4
538,coconut,5
4564,tubers,5
1181,radish,3
4280,avocado,3
395,spinach,3
1833,broccoli,5
3004,spinach,3
2745,raisin,6
1493,coconut,4
2343,apple,5
3547,goji berry,6
2780,fig,2
3126,bilberry,3
4033,bilberry,4
1780,date,1
3973,daikon,1
4869,cherimoya,3
2452,currant,4
2338,dragonfruit,3
108,cabbage,4
4389,kale,3
4570,currant,1
1148,apricot,2
4069,black-eyed pea,1
3618,grapefruit,4
2644,mushroom,4
1984,patty pan,6
4391,corn salad,4
2916,avocado,5
4438,fennel,6
549,cherimoya,3
3840,patty pan,3
3500,cherimoya,5
4785,corn salad,1
186,tubers,6
1339,blueberry,1
220,tabasco pepper,6
96,frisee,4
198,frisee,1
3108,apricot,4
4487,frisee,4
4794,marjoram,6
4182,tat soi,2
1266,feijoa,3
4687,patty pan,3
3427,watercress,1
3735,blackcurrant,2
3065,grapefruit,4
3259,apricot,5
457,apricot,2
3699,tabasco pepper,5
4420,daikon,3
2609,spaghetti squash,4
915,blackberry,3
70,tat soi,2
1959,white radish,3
2720,blackberry,5
145,apple,3
1505,bilberry,3
4412,damson,2
4911,banana,5
3534,broad beans,2
4008,cherimoya,4
2837,blackberry,6
4616,raisin,6
3729,broccoflower,2
2629,apricot,2
3150,watercress,3
2934,kale,3
1671,spinach,6
366,avocado,6
3807,feijoa,3
3548,marjoram,2
4885,blackberry,4
3203,apricot,1
4496,feijoa,5
983,white radish,4
737,goji berry,3
1636,blackcurrant,3
155,avocado,6
2848,cloudberry,6
2216,bilberry,4
4720,watercress,5
1555,cabbage,1
1103,cherimoya,4
2077,blueberry,6
4810,avocado,5
1653,spaghetti squash,5
3221,pea,1
2424,banana,6
4575,lentils,5
3317,fig,3
4408,apple,5
584,navy bean,2
3791,damson,1
2275,black-eyed pea,1
108,damson,4
4477,cabbage,2
4945,tubers,3
2296,broccoflower,4
997,raisin,2
3335,fig,6
679,corn salad,1
379,dragonfruit,5
2917,cloudberry,6
4625,tat soi,2
3644,tat soi,2
3678,spinach,1
1903,blackcurrant,3
1350,marjoram,6
1710,banana,3
2274,navy bean,2
1533,raisin,3
3803,watercress,3
4708,bilberry,4
400,date,5
4468,lentils,5
2493,kale,2
156,coconut,3
2085,dragonfruit,2
451,mung bean,1
3699,avocado,4
3311,feijoa,3
1379,tat soi,6
2992,currant,4
535,spinach,4
4884,corn salad,1
2372,cloudberry,1
4675,lentils,3
1636,white radish,5
3181,grapefruit,3
1933,radish,3
2111,tabasco pepper,2
1728,avocado,1
2155,pumpkin,3
1307,lentils,2
3034,lentils,5
1050,avocado,6
1380,tabasco pepper,6
204,avocado,4
4421,fig,3
256,date,2
4811,grapefruit,2
4552,kale,4
599,cherimoya,4
1315,raisin,6
483,damson,4
1327,grapefruit,5
1757,borlotti bean,5
2360,corn salad,4
4054,tabasco pepper,6
1760,kale,5
3064,watercress,3
578,goji berry,2
4126,fig,6
2557,skirret,5
1983,goji berry,1
854,water chestnut,2
4898,tabasco pepper,3
3669,radish,3
603,apricot,3
4200,blueberry,5
512,azuki bean,1
2820,tat soi,4
1424,daikon,3
608,radish,1
2540,lentils,5
390,white radish,2
4281,kale,2
4025,cherimoya,3
4532,corn salad,4
89,radish,3
1117,coconut,5
4735,marjoram,5
4019,tubers,1
4754,potato,6
1899,radish,3
38,cherimoya,6
2525,radish,6
2033,corn salad,5
4719,date,2
4258,chickpea,5
3947,bilberry,3
2749,banana,6
1437,tubers,1
2805,date,4
1134,skirret,5
2838,radish,3
255,white radish,1
2519,marjoram,1
4409,broccoflower,2
3251,parsley,6
771,broccoli,1
581,white radish,5
2541,apple,2
400,cabbage,3
2687,radish,2
2338,cloudberry,4
3134,damson,6
4336,watercress,2
2543,watercress,2
208,broccoflower,5
1640,tubers,4
3345,navy bean,5
2548,navy bean,4
16,banana,2
1980,blackberry,1
446,black-eyed pea,5
4787,radish,3
2135,cherimoya,6
520,feijoa,3
1686,marjoram,5
4717,patty pan,2
2856,blueberry,3
2274,white radish,5
4931,azuki bean,6
3465,white radish,4
4354,patty pan,6
2306,navy bean,1
2654,fig,6
4646,radish,2
4502,jalapeno,2
267,marjoram,5
613,avocado,4
3977,coconut,3
3285,cabbage,6
2245,kale,1
4446,daikon,6
2422,tubers,6
3154,azuki bean,6
731,black-eyed pea,3
1184,azuki bean,3
3023,cloudberry,6
4161,zucchini,3
922,tubers,3
2185,apricot,3
1379,marjoram,4
2121,fig,6
651,fig,4
1339,spinach,5
429,date,5
2906,blackberry,1
1391,navy bean,4
3482,lentils,4
2864,patty pan,5
4020,marjoram,1
3572,coconut,3
4697,radish,5
251,watercress,2
1874,avocado,5
4866,apple,3
2450,kale,5
2814,dragonfruit,4
2924,blackberry,2
956,banana,2
4547,coconut,6
3754,apple,5
3108,spaghetti squash,1
554,tat soi,2
354,cherimoya,4
2114,navy bean,6
4723,avocado,3
4367,apple,1
3007,lentils,5
2464,tat soi,6
3792,avocado,3
1517,currant,2
311,runner bean,2
4614,frisee,1
1123,coconut,6
1015,blackcurrant,4
3884,blackberry,5
3606,spinach,3
3181,kale,3
2999,kale,3
2178,goji berry,3
4883,apple,6
200,cabbage,3
1257,banana,5
918,fig,4
2925,broccoflower,1
1507,spinach,3
3490,cherimoya,6
1272,blackberry,3
446,broccoflower,4
858,blackberry,2
438,patty pan,5
2493,white radish,6
4538,corn salad,6
2366,dragonfruit,1
2621,grapefruit,1
2600,blueberry,4
171,blueberry,1
4227,banana,1
1535,coconut,6
3687,navy bean,5
2760,navy bean,4
3384,spaghetti squash,3
2237,watercress,1
865,broccoflower,4
489,cloudberry,3
2779,caraway,1
816,tabasco pepper,3
723,cabbage,4
4104,damson,1
2002,broccoflower,6
2197,apricot,3
2532,avocado,2
3768,navy bean,4
4979,blueberry,1
13,cloudberry,5
3980,apple,3
1126,cloudberry,4
1950,blackcurrant,4
2043,coconut,6
4380,tabasco pepper,5
3750,cherimoya,1
3346,broccoflower,1
4410,coconut,3
1383,currant,4
358,white radish,2
871,blackberry,4
4101,cabbage,2
497,radish,2
4647,blackcurrant,1
2294,azuki bean,2
4772,cherimoya,2
854,cabbage,2
545,tat soi,6
263,black-eyed pea,3
768,frisee,1
2493,tat soi,2
747,coconut,6
4697,white radish,5
4409,blackberry,1
3374,damson,5
1539,lentils,3
1587,tubers,6
3136,cherimoya,4
1821,tubers,3
3323,apricot,2
3256,lentils,4
1339,daikon,2
1230,blueberry,1
1405,frisee,1
2406,date,6
2399,lavender,4
128,coconut,6
3466,blackberry,5
2394,dragonfruit,1
4919,apricot,3
3638,avocado,2
2917,lentils,5
4728,fig,1
3591,dragonfruit,5
1053,cherimoya,5
1828,spaghetti squash,3
2057,damson,5
3153,navy bean,3
4210,feijoa,4
1632,black-eyed pea,2
1366,watercress,1
1467,patty pan,4
4455,blueberry,2
175,frisee,6
4339,raisin,5
4642,kale,5
2059,black-eyed pea,3
1168,corn,2
1052,beet,2
4022,feijoa,3
671,chickpea,3
1310,avocado,1
1410,blueberry,5
4662,tabasco pepper,3
4283,blueberry,5
4285,blackberry,6
4,blueberry,5
2447,damson,4
4145,bilberry,5
1512,broccoflower,5
1923,cherimoya,6
3593,blackberry,5
3785,patty pan,6
496,kale,2
2165,goji berry,5
1781,broccoflower,1
2871,blackcurrant,2
4536,cherimoya,2
4084,white radish,5
70,bilberry,1
1049,blueberry,4
546,broccoflower,3
2987,dragonfruit,2
3579,feijoa,2
3578,snap pea,1
2073,damson,2
258,azuki bean,4
509,spinach,3
4342,cabbage,5
2329,navy bean,5
3983,fiddlehead,5
866,tubers,3
3176,blackberry,3
1385,kale,2
378,bilberry,5
4805,azuki bean,3
25,damson,2
1793,daikon,2
1456,navy bean,2
4918,avocado,2
1769,tabasco pepper,5
1209,blackberry,1
90,navy bean,3
2618,cloudberry,1
3717,spaghetti squash,4
1631,bilberry,2
3089,black bean,2
2277,coconut,3
465,blackcurrant,3
78,spinach,5
4599,fig,3
641,currant,2
4192,corn salad,1
2480,watercress,3
1244,raisin,6
9,tat soi,4
4193,lentils,2
4868,daikon,6
1844,azuki bean,3
2850,cabbage,1
2777,fig,1
2261,date,3
4550,azuki bean,4
4985,spinach,1
1723,fig,4
749,gooseberry,5
759,navy bean,3
2793,blackcurrant,5
3497,feijoa,6
1025,avocado,2
4408,blueberry,6
1444,white radish,1
1987,bilberry,6
1953,dragonfruit,6
2562,damson,3
4957,feijoa,1
1571,grapefruit,3
1495,cabbage,4
1269,cherimoya,1
4627,apricot,6
1669,grapefruit,6
2838,apple,3
4482,marjoram,5
600,date,6
1892,goji berry,3
3294,coconut,2
3630,damson,5
3185,raisin,5
11,patty pan,5
2892,marjoram,5
1216,cherimoya,4
320,spinach,3
1137,mangetout,6
3959,white radish,6
440,corn salad,5
3727,broccoflower,5
4511,feijoa,1
731,apricot,2
2704,cloudberry,2
892,corn salad,5
3628,mung bean,5
2997,blackcurrant,1
3689,dragonfruit,4
2795,runner bean,5
1147,blueberry,3
4148,white radish,6
2150,cloudberry,6
3193,damson,5
3341,dragonfruit,6
656,daikon,4
3219,goji berry,6
131,chayote,5
1584,daikon,2
3491,blackcurrant,3
3259,avocado,4
1360,goji berry,4
1837,grapefruit,6
431,white radish,3
1127,grapefruit,4
1054,tubers,3
943,lentils,3
2264,watercress,1
1562,raisin,6
3914,cherry,4
580,dragonfruit,3
4876,daikon,3
4795,lettuce,5
1445,damson,4
1719,date,3
3739,fig,5
1525,daikon,6
4433,damson,3
415,radish,6
1252,goji berry,6
2903,tubers,6
4166,spaghetti squash,3
1495,apple,3
4086,tabasco pepper,2
4107,caraway,1
1047,tubers,1
1622,marjoram,1
157,cloudberry,4
3340,avocado,3
4839,cherimoya,5
1627,tat soi,6
589,bilberry,5
4182,broccoflower,5
2883,date,5
3505,black-eyed pea,5
635,cabbage,3
451,lemon grass,4
4901,grapefruit,3
4084,azuki bean,1
905,frisee,3
1057,boysenberry,1
1836,snap pea,2
3988,bilberry,6
161,cabbage,2
1755,grapefruit,3
2058,patty pan,6
588,raisin,1
3458,corn salad,6
3768,white radish,5
2564,tat soi,3
2859,cloudberry,3
2719,damson,6
2927,white radish,5
2342,goji berry,1
4123,cherimoya,1
481,blackcurrant,4
2607,tat soi,6
3595,coconut,3
1099,marjoram,3
2776,white radish,4
1775,cherimoya,6
2566,radish,2
4690,lentils,5
742,currant,4
4910,banana,5
1795,watercress,2
2608,date,3
3168,black-eyed pea,3
2483,coconut,2
3587,avocado,5
404,corn salad,4
267,apple,3
3268,bilberry,4
1460,spaghetti squash,6
3609,avocado,6
2709,patty pan,5
2785,grapefruit,5
4798,damson,1
4235,white radish,6
2894,cabbage,2
320,spaghetti squash,4
1999,habanero,3
2142,damson,6
685,coconut,1
3524,patty pan,6
267,squash,2
4331,currant,4
1796,tubers,6
1409,beet,2
1971,apple,4
3581,daikon,4
4898,cloudberry,2
4136,navy bean,4
1433,blackcurrant,5
1508,green pepper,6
2609,azuki bean,2
4014,white radish,4
2571,elderberry,4
4562,spinach,5
2457,grapefruit,1
1963,corn salad,1
2016,patty pan,4
1146,cabbage,2
1573,bilberry,2
344,raisin,4
2539,daikon,2
3644,tat soi,5
3795,dragonfruit,1
1371,daikon,3
941,lentils,3
1243,grapefruit,3
625,goji berry,4
2740,currant,2
2343,bilberry,2
4556,broccoflower,1
2006,watercress,1
3066,tabasco pepper,1
3119,kale,6
2903,blueberry,3
1829,patty pan,4
4491,tabasco pepper,2
4380,navy bean,2
3376,tabasco pepper,3
4038,azuki bean,1
3341,banana,1
942,broccoflower,4
2867,bilberry,6
2683,blueberry,6
4549,watercress,5
3442,marjoram,2
3779,tubers,5
1645,daikon,3
4343,date,2
1278,blackberry,3
2489,currant,1
3703,broccoflower,1
1182,bilberry,3
906,fig,2
1691,blackberry,5
2366,blackcurrant,1
545,date,3
3217,kale,3
4174,currant,1
319,tat soi,4
3394,radish,1
60,coconut,1
544,black-eyed pea,2
3236,spaghetti squash,2
2097,daikon,4
3099,coconut,2
173,cherimoya,4
4907,cherimoya,6
2626,dragonfruit,2
355,broccoflower,3
2903,damson,3
3913,navy bean,1
2194,blackberry,2
1023,frisee,1
1712,apple,4
2430,broccoflower,5
2587,date,5
542,banana,1
451,tubers,4
4153,feijoa,4
3222,tat soi,1
4363,watercress,2
2222,tat soi,4
1417,lentils,2
706,marjoram,1
2299,white radish,4
2112,navy bean,6
3753,broccoflower,1
3974,blackberry,6
2014,cherimoya,6
4577,blackberry,4
3100,spinach,6
1282,date,1
1943,dragonfruit,2
3344,kale,2
2762,frisee,4
1037,tubers,5
623,navy bean,3
2820,bilberry,5
4616,spaghetti squash,6
4506,currant,4
1982,spaghetti squash,3
4161,daikon,3
3523,coconut,4
3175,grapefruit,3
4218,frisee,5
4186,spaghetti squash,1
3994,goji berry,2
2011,lavender,5
2604,coconut,5
3060,coconut,2
3513,kale,4
3031,durian,2
4625,blackcurrant,1
816,apple,6
4225,currant,4
1818,coconut,5
2779,marjoram,1
1475,raisin,4
4563,dragonfruit,3
2173,cherimoya,1
171,apple,3
3609,apricot,4
2988,spinach,3
3530,goji berry,1
282,marjoram,2
1214,bilberry,6
600,currant,2
4265,apricot,5
1979,corn salad,1
3498,blackberry,6
3841,azuki bean,1
3592,blueberry,3
3296,corn salad,5
4842,damson,3
4632,tabasco pepper,6
3853,fig,1
3347,daikon,5
2234,tat soi,6
3866,raisin,6
2971,avocado,3
2578,spaghetti squash,3
4765,dragonfruit,4
4340,navy bean,5
824,raisin,6
108,blackberry,2
2155,frisee,1
3270,broccoflower,6
2265,frisee,2
160,kale,6
2493,feijoa,5
3428,frisee,4
4188,grapefruit,1
2190,dragonfruit,3
2245,bilberry,3
400,raisin,5
1049,apricot,6
1803,goji berry,1
4420,spaghetti squash,3
1649,blackcurrant,2
4029,damson,3
1253,marjoram,3
1503,patty pan,2
4545,white radish,4
4909,grapefruit,1
1827,corn salad,2
728,cloudberry,5
1046,blackberry,6
455,apple,2
3638,black-eyed pea,2
3488,banana,3
816,kale,4
14,feijoa,6
4291,blackcurrant,5
2881,tabasco pepper,6
1426,white radish,5
2634,dragonfruit,1
477,navy bean,1
1467,mung bean,1
720,wasabi,3
3567,marjoram,5
2512,spinach,1
1751,navy bean,4
3577,corn salad,3
4882,tubers,3
1342,apple,3
754,broccoflower,3
2858,tubers,6
4869,raisin,4
3805,frisee,4
2647,dragonfruit,2
1072,tat soi,6
4621,lentils,6
1440,frisee,5
3568,grapefruit,1
1503,apricot,4
1718,grapefruit,2
2307,cabbage,1
2283,cherimoya,2
383,damson,2
4279,lentils,3
2333,navy bean,6
3181,cabbage,4
3058,blueberry,2
2345,blackberry,1
2244,lentils,1
3165,black-eyed pea,2
479,daikon,2
161,white radish,3
4694,tat soi,1
3833,mung bean,5
3281,corn salad,2
2309,grapefruit,4
1965,tubers,6
321,cloudberry,4
1357,radish,2
568,spinach,1
4099,dragonfruit,5
2749,apple,2
3452,kale,4
3903,watercress,1
1670,feijoa,1
799,feijoa,6
2388,fig,6
1172,currant,3
2898,grapefruit,2
3304,tabasco pepper,2
3689,bilberry,5
1500,radish,4
355,arugula,5
4106,damson,2
1607,corn salad,3
1842,navy bean,5
473,broccoflower,6
3454,cloudberry,3
1074,avocado,2
74,fig,3
2233,dragonfruit,2
4756,apricot,4
3803,grapefruit,1
2979,apple,3
1089,feijoa,5
3736,broccoflower,2
4432,dragonfruit,3
2301,banana,6
228,cabbage,5
863,feijoa,5
926,navy bean,3
1960,corn salad,2
1650,marjoram,4
4673,blackcurrant,6
903,feijoa,2
2479,wasabi,6
3498,spaghetti squash,6
3847,tat soi,5
4241,raisin,4
1078,blackcurrant,1
1813,tat soi,6
1441,marjoram,3
171,raisin,1
63,white radish,5
2266,blackcurrant,1
2702,spaghetti squash,1
1579,scallion,5
1676,apple,3
2478,dragonfruit,3
3168,grapefruit,2
1152,coconut,4
162,apple,1
3564,radish,6
4152,lentils,2
